GaussianCopula,tCopula,ClaytonCopula,HS
-0.04432492248138888,-0.039888226849364335,-0.051115708341687015,-0.04044099660683874
-0.040974531847559024,-0.05449082877064095,-0.06787810666256967,-0.04044099660683874
-0.03753379882025723,-0.05252274388392916,-0.05647988069939783,-0.04044099660683874
-0.0356288176502071,-0.05321868386769458,-0.053335264200668996,-0.04044099660683874
-0.03948429449706152,-0.04286757111535738,-0.040909904775579056,-0.04044099660683874
-0.03965799215637495,-0.044622680821989974,-0.05159974663379876,-0.04044099660683874
-0.04642813876584271,-0.050755115272504474,-0.06680756632302122,-0.04044099660683874
-0.036282185478969615,-0.052726667602891596,-0.08038954148148493,-0.04044099660683874
-0.040542565164213534,-0.0356115207865007,-0.06392663555093471,-0.04044099660683874
-0.037287492111004385,-0.042781660232644146,-0.04015283555794,-0.04044099660683874
-0.03482642534317584,-0.03847366045119885,-0.06125465210140697,-0.04044099660683874
-0.034486232615799486,-0.046141449885728894,-0.04977776152911578,-0.04044099660683874
-0.03782308225022834,-0.04641108135028602,-0.03981069000008771,-0.04044099660683874
-0.0354664325842772,-0.04198569435496943,-0.04445054153750305,-0.04044099660683874
-0.036882271726045385,-0.03645167148586197,-0.057594259405394525,-0.04044099660683874
-0.0425395519940609,-0.034207994610052646,-0.055082484982062564,-0.04044099660683874
-0.04501806567497081,-0.050797322297146286,-0.042093065361102355,-0.04044099660683874
-0.03472280149631538,-0.06530555417084487,-0.053418455583199353,-0.04044099660683874
-0.037786583378445635,-0.04135476279565327,-0.05936552254643924,-0.04044099660683874
-0.031092979317263163,-0.04186904580596937,-0.04945341796755766,-0.04044099660683874
-0.03578436373833864,-0.0362486330668875,-0.03828600589426194,-0.04044099660683874
-0.027355377534924393,-0.03550941437015198,-0.05340462101379808,-0.04044099660683874
-0.03758548205802968,-0.03477743583773572,-0.038828622439721225,-0.04044099660683874
-0.03293887844715059,-0.03675402947304852,-0.06492067096481059,-0.04044099660683874
-0.029168274029891993,-0.03991558808650093,-0.04334898310733086,-0.04044099660683874
-0.039502466271092475,-0.03947308483690697,-0.05208341677319824,-0.04044099660683874
-0.031330679135431756,-0.03787009039540195,-0.04205063196349955,-0.04044099660683874
-0.030983803331619396,-0.03791338344188432,-0.03306757640774425,-0.04044099660683874
-0.043718572822681614,-0.043432190330770205,-0.03770720292543303,-0.04044099660683874
-0.03180917259819026,-0.03437316356390735,-0.045304638866426813,-0.04044099660683874
-0.03130366837695596,-0.033869693678488536,-0.03593024015872522,-0.04044099660683874
-0.030358126760880427,-0.048684678510034315,-0.03936932323259678,-0.04044099660683874
-0.03137264248330035,-0.03366873667685132,-0.04816800514066986,-0.04044099660683874
-0.05024058644787437,-0.04168197278737713,-0.04801439442653551,-0.04044099660683874
-0.04499905799815587,-0.05706555123585902,-0.057722517250092774,-0.04044099660683874
-0.04387046966079917,-0.04221848096385721,-0.058637050389210084,-0.04044099660683874
-0.03589504716961702,-0.03984657393042868,-0.05962466710572011,-0.04044099660683874
-0.03687066769092095,-0.03678046414950583,-0.04487124769267228,-0.04044099660683874
-0.031171275059095106,-0.04357207428576537,-0.046235508479633376,-0.04044099660683874
-0.043298864600693945,-0.03918092873571055,-0.04669519545762352,-0.04044099660683874
-0.032524473699066185,-0.04504333752568928,-0.04270963109071082,-0.04044099660683874
-0.03848012287253699,-0.03614055731220342,-0.04072690585315635,-0.04044099660683874
-0.040499762395254255,-0.03795143671178741,-0.04488372321865533,-0.04044099660683874
-0.049190461234082744,-0.03489093561805797,-0.04642173887577558,-0.04044099660683874
-0.03363521937435898,-0.05226708394218586,-0.03694017516066673,-0.04044099660683874
-0.0294322821573797,-0.05519687740934153,-0.03924319206611445,-0.04044099660683874
-0.04555502565096439,-0.04271936784073713,-0.039943677295405856,-0.04044099660683874
-0.0317710887528184,-0.03623852518618999,-0.04844899480649707,-0.04044099660683874
-0.03008848810567564,-0.03726594674289688,-0.04107040047122972,-0.04044099660683874
-0.02922073703248644,-0.04196325371106641,-0.06083602066943258,-0.04044099660683874
-0.030457698435839477,-0.028524096232190856,-0.03571624664156264,-0.04044099660683874
-0.02887542683010867,-0.031194695506502636,-0.03501686703467768,-0.04044099660683874
-0.026510190611509266,-0.029115214210037918,-0.027746655758592236,-0.04044099660683874
-0.035327756367059954,-0.034743794679049464,-0.0358386337236843,-0.04044099660683874
-0.03767986259009776,-0.03317886881746691,-0.03102559430360324,-0.04044099660683874
-0.0258796587933696,-0.02637663363898741,-0.05110599512397584,-0.04044099660683874
-0.030398279085060098,-0.03153181132922877,-0.04340010263683714,-0.04044099660683874
-0.032728574630333775,-0.04043441009261485,-0.04483341016243748,-0.04044099660683874
-0.03214017935709476,-0.03637063159317319,-0.049251006183779394,-0.04044099660683874
-0.027545911609574664,-0.038238570717772896,-0.04348781999752067,-0.04044099660683874
-0.03650707314390178,-0.04239147715168342,-0.051071186593701814,-0.04044099660683874
-0.029620035954203688,-0.04521933919101867,-0.040378683047714074,-0.04044099660683874
-0.03727252548855935,-0.02890028152123742,-0.06437284880021421,-0.04044099660683874
-0.023506630959714107,-0.028641626478896787,-0.043153457044096157,-0.04044099660683874
-0.03034437506287467,-0.026562217246920778,-0.03763342762111494,-0.04044099660683874
-0.03417905400210988,-0.03230285976362864,-0.03681035271097526,-0.04044099660683874
-0.02666888587743635,-0.03835991223381646,-0.029292988191747752,-0.04044099660683874
-0.02356118357296566,-0.026380937193877237,-0.03993630350744271,-0.04044099660683874
-0.030283361043704826,-0.030428966013174345,-0.03958875827964581,-0.04044099660683874
-0.04078975914209136,-0.03322988025284761,-0.048009843392317585,-0.04044099660683874
-0.03662828735447045,-0.04270295179240122,-0.05117339685144483,-0.04044099660683874
-0.030617363745343736,-0.035845804026925124,-0.07090904050327083,-0.04044099660683874
-0.033186414094039676,-0.03866998356203802,-0.04559134150968006,-0.04044099660683874
-0.038547011680991186,-0.034886772098792,-0.05170175283201505,-0.04044099660683874
-0.038661577461019406,-0.04196370325141128,-0.04790368497084117,-0.04044099660683874
-0.02935087802591351,-0.04356552903260535,-0.04414461210396037,-0.04044099660683874
-0.032234264256845106,-0.034942762176514215,-0.04931004420708313,-0.04044099660683874
-0.03664106262635826,-0.05526085409460764,-0.04776104216154277,-0.04044099660683874
-0.03934056156634724,-0.03302794853421443,-0.047925021243329036,-0.04044099660683874
-0.04256512454148346,-0.037129758744038587,-0.04825350851420218,-0.04044099660683874
-0.025414837358425577,-0.042293145454709434,-0.05843857678781351,-0.04044099660683874
-0.03104502834408091,-0.041312805518815894,-0.03682718755831138,-0.04044099660683874
-0.03559962148775387,-0.039050751094200406,-0.05549957582964723,-0.04044099660683874
-0.041160814435729436,-0.03258767743540921,-0.04203707626293585,-0.04044099660683874
-0.03406182360497936,-0.050313160639216,-0.05008031492801742,-0.04044099660683874
-0.03552627564373782,-0.0316359050638489,-0.04473167096947361,-0.04044099660683874
-0.030467082564946214,-0.030152701767943293,-0.03809760371924305,-0.04044099660683874
-0.03182447327693843,-0.029247323698892803,-0.042063509896404595,-0.04044099660683874
-0.03238302730040988,-0.04244547906796939,-0.03614993153295492,-0.04044099660683874
-0.029201600494447706,-0.028968375301032027,-0.03332846404676251,-0.04044099660683874
-0.0279131751397015,-0.03753408453643398,-0.0471311995501754,-0.04044099660683874
-0.03340112064738106,-0.033089311841561164,-0.041521509071379,-0.04044099660683874
-0.03308724072442808,-0.04040276533585297,-0.039475322941074344,-0.04044099660683874
-0.037116317153901054,-0.030718649800017036,-0.03992194052488808,-0.04044099660683874
-0.03215004836191658,-0.02458952459118928,-0.03883794996969093,-0.04044099660683874
-0.03263156383882972,-0.030967733024760784,-0.04141580972288668,-0.04044099660683874
-0.03095189711315544,-0.03372346633605282,-0.03738536444137462,-0.04044099660683874
